fonte: 190, destino: 82, peso: 1
fonte: 863, destino: 428, peso: 18
fonte: 828, destino: 560, peso: 21
fonte: 828, destino: 393, peso: 31
fonte: 830, destino: 170, peso: 11
fonte: 832, destino: 954, peso: 43
fonte: 782, destino: 228, peso: 4
fonte: 782, destino: 1000, peso: 43
fonte: 783, destino: 391, peso: 48
fonte: 784, destino: 606, peso: 29
fonte: 784, destino: 803, peso: 37
fonte: 785, destino: 943, peso: 19
fonte: 786, destino: 793, peso: 13
fonte: 786, destino: 4, peso: 9
fonte: 787, destino: 630, peso: 17
fonte: 788, destino: 128, peso: 1
fonte: 789, destino: 184, peso: 5
fonte: 789, destino: 426, peso: 29
fonte: 791, destino: 248, peso: 9
fonte: 791, destino: 104, peso: 17
fonte: 793, destino: 246, peso: 42
fonte: 795, destino: 686, peso: 21
fonte: 795, destino: 632, peso: 20
fonte: 796, destino: 768, peso: 19
fonte: 797, destino: 991, peso: 32
fonte: 797, destino: 452, peso: 4
fonte: 798, destino: 467, peso: 2
fonte: 799, destino: 636, peso: 16
fonte: 800, destino: 26, peso: 8
fonte: 801, destino: 526, peso: 21
fonte: 801, destino: 60, peso: 14
fonte: 802, destino: 85, peso: 48
fonte: 803, destino: 673, peso: 36
fonte: 804, destino: 135, peso: 2
fonte: 804, destino: 506, peso: 27
fonte: 805, destino: 660, peso: 28
fonte: 805, destino: 119, peso: 14
fonte: 805, destino: 524, peso: 36
fonte: 706, destino: 432, peso: 4
fonte: 707, destino: 647, peso: 9
fonte: 709, destino: 176, peso: 40
fonte: 710, destino: 52, peso: 43
fonte: 590, destino: 800, peso: 7
fonte: 590, destino: 478, peso: 26
fonte: 590, destino: 672, peso: 35
fonte: 591, destino: 211, peso: 15
fonte: 591, destino: 562, peso: 6
fonte: 592, destino: 368, peso: 12
fonte: 592, destino: 414, peso: 2
fonte: 593, destino: 466, peso: 20
fonte: 548, destino: 515, peso: 49
fonte: 548, destino: 155, peso: 23
fonte: 549, destino: 870, peso: 21
fonte: 549, destino: 952, peso: 15
fonte: 463, destino: 959, peso: 49
fonte: 463, destino: 876, peso: 47
fonte: 463, destino: 298, peso: 18
fonte: 464, destino: 771, peso: 15
fonte: 465, destino: 976, peso: 11
fonte: 465, destino: 618, peso: 38
fonte: 466, destino: 171, peso: 25
fonte: 467, destino: 522, peso: 14
fonte: 467, destino: 576, peso: 12
fonte: 467, destino: 214, peso: 6
fonte: 469, destino: 728, peso: 19
fonte: 470, destino: 702, peso: 25
fonte: 471, destino: 595, peso: 47
fonte: 472, destino: 210, peso: 32
fonte: 475, destino: 126, peso: 35
fonte: 475, destino: 756, peso: 44
fonte: 476, destino: 187, peso: 7
fonte: 478, destino: 966, peso: 44
fonte: 478, destino: 54, peso: 26
fonte: 479, destino: 833, peso: 10
fonte: 481, destino: 482, peso: 17
fonte: 482, destino: 917, peso: 48
fonte: 483, destino: 873, peso: 13
fonte: 486, destino: 55, peso: 8
fonte: 486, destino: 179, peso: 6
fonte: 486, destino: 898, peso: 48
fonte: 487, destino: 17, peso: 8
fonte: 488, destino: 869, peso: 43
fonte: 488, destino: 58, peso: 21
fonte: 488, destino: 44, peso: 42
fonte: 489, destino: 727, peso: 34
fonte: 371, destino: 154, peso: 4
fonte: 374, destino: 866, peso: 27
fonte: 375, destino: 406, peso: 36
fonte: 376, destino: 657, peso: 19
fonte: 376, destino: 172, peso: 34
fonte: 378, destino: 94, peso: 36
fonte: 380, destino: 430, peso: 10
fonte: 381, destino: 773, peso: 40
fonte: 381, destino: 590, peso: 11
fonte: 381, destino: 726, peso: 6
fonte: 382, destino: 459, peso: 45
fonte: 382, destino: 14, peso: 7
fonte: 382, destino: 879, peso: 25
fonte: 383, destino: 65, peso: 1
fonte: 291, destino: 255, peso: 15
fonte: 293, destino: 928, peso: 32
fonte: 238, destino: 597, peso: 6
fonte: 240, destino: 644, peso: 31
fonte: 241, destino: 129, peso: 41
fonte: 167, destino: 650, peso: 49
fonte: 134, destino: 39, peso: 9
fonte: 134, destino: 249, peso: 48
fonte: 135, destino: 364, peso: 23
fonte: 136, destino: 598, peso: 15
fonte: 136, destino: 336, peso: 43
fonte: 137, destino: 98, peso: 17
fonte: 142, destino: 42, peso: 34
fonte: 142, destino: 530, peso: 26
fonte: 146, destino: 255, peso: 43
fonte: 146, destino: 956, peso: 21
fonte: 148, destino: 253, peso: 37
fonte: 148, destino: 551, peso: 18
fonte: 149, destino: 985, peso: 17
fonte: 149, destino: 74, peso: 14
fonte: 153, destino: 942, peso: 28
fonte: 154, destino: 255, peso: 4
fonte: 70, destino: 983, peso: 44
fonte: 71, destino: 423, peso: 42
fonte: 73, destino: 313, peso: 5
fonte: 73, destino: 513, peso: 46
fonte: 74, destino: 740, peso: 1
fonte: 77, destino: 31, peso: 44
fonte: 78, destino: 925, peso: 47
fonte: 79, destino: 835, peso: 19
fonte: 81, destino: 233, peso: 17
fonte: 86, destino: 109, peso: 29
fonte: 87, destino: 714, peso: 24
fonte: 91, destino: 175, peso: 44
fonte: 92, destino: 558, peso: 39
fonte: 93, destino: 484, peso: 46
fonte: 95, destino: 553, peso: 39
fonte: 973, destino: 138, peso: 50
fonte: 974, destino: 734, peso: 5
fonte: 974, destino: 303, peso: 12
fonte: 977, destino: 173, peso: 3
fonte: 978, destino: 508, peso: 11
fonte: 978, destino: 725, peso: 1
fonte: 981, destino: 449, peso: 20
fonte: 983, destino: 305, peso: 3
fonte: 984, destino: 614, peso: 32
fonte: 984, destino: 213, peso: 17
fonte: 986, destino: 400, peso: 9
fonte: 988, destino: 559, peso: 39
fonte: 989, destino: 196, peso: 33
fonte: 990, destino: 10, peso: 14
fonte: 994, destino: 464, peso: 18
fonte: 995, destino: 511, peso: 29
fonte: 995, destino: 316, peso: 29
fonte: 996, destino: 493, peso: 18
fonte: 998, destino: 20, peso: 10
fonte: 1000, destino: 321, peso: 9
fonte: 936, destino: 603, peso: 49
fonte: 937, destino: 843, peso: 41
fonte: 937, destino: 516, peso: 41
fonte: 938, destino: 717, peso: 4
fonte: 938, destino: 451, peso: 17
fonte: 941, destino: 425, peso: 29
fonte: 943, destino: 932, peso: 14
fonte: 946, destino: 860, peso: 8
fonte: 949, destino: 855, peso: 40
fonte: 951, destino: 712, peso: 39
fonte: 956, destino: 322, peso: 25
fonte: 957, destino: 264, peso: 14
fonte: 957, destino: 613, peso: 10
fonte: 959, destino: 616, peso: 47
fonte: 960, destino: 111, peso: 42
fonte: 961, destino: 316, peso: 26
fonte: 965, destino: 920, peso: 20
fonte: 916, destino: 116, peso: 49
fonte: 919, destino: 571, peso: 16
fonte: 921, destino: 25, peso: 10
fonte: 923, destino: 633, peso: 44
fonte: 923, destino: 118, peso: 18
fonte: 924, destino: 169, peso: 17
fonte: 925, destino: 247, peso: 35
fonte: 927, destino: 645, peso: 26
fonte: 834, destino: 52, peso: 9
fonte: 749, destino: 323, peso: 1
fonte: 750, destino: 159, peso: 44
fonte: 750, destino: 640, peso: 25
fonte: 753, destino: 528, peso: 39
fonte: 758, destino: 64, peso: 14
fonte: 759, destino: 201, peso: 23
fonte: 763, destino: 260, peso: 37
fonte: 768, destino: 396, peso: 39
fonte: 772, destino: 53, peso: 35
fonte: 775, destino: 943, peso: 46
fonte: 713, destino: 592, peso: 34
fonte: 716, destino: 38, peso: 38
fonte: 716, destino: 671, peso: 38
fonte: 722, destino: 833, peso: 24
fonte: 722, destino: 244, peso: 47
fonte: 723, destino: 79, peso: 15
fonte: 724, destino: 890, peso: 18
fonte: 724, destino: 415, peso: 23
fonte: 729, destino: 714, peso: 30
fonte: 732, destino: 395, peso: 46
fonte: 733, destino: 779, peso: 28
fonte: 735, destino: 389, peso: 21
fonte: 735, destino: 287, peso: 42
fonte: 735, destino: 7, peso: 44
fonte: 736, destino: 420, peso: 40
fonte: 740, destino: 552, peso: 4
fonte: 649, destino: 374, peso: 47
fonte: 650, destino: 21, peso: 21
fonte: 656, destino: 331, peso: 3
fonte: 656, destino: 45, peso: 28
fonte: 666, destino: 744, peso: 11
fonte: 666, destino: 13, peso: 24
fonte: 668, destino: 357, peso: 1
fonte: 610, destino: 72, peso: 50
fonte: 616, destino: 189, peso: 11
fonte: 626, destino: 56, peso: 40
fonte: 627, destino: 413, peso: 11
fonte: 597, destino: 156, peso: 17
fonte: 601, destino: 533, peso: 34
fonte: 603, destino: 429, peso: 16
fonte: 550, destino: 482, peso: 24
fonte: 554, destino: 245, peso: 18
fonte: 556, destino: 620, peso: 15
fonte: 566, destino: 663, peso: 48
fonte: 569, destino: 719, peso: 5
fonte: 574, destino: 329, peso: 23
fonte: 575, destino: 524, peso: 8
fonte: 538, destino: 879, peso: 25
fonte: 543, destino: 315, peso: 10
fonte: 498, destino: 583, peso: 42
fonte: 498, destino: 419, peso: 20
fonte: 507, destino: 345, peso: 37
fonte: 509, destino: 18, peso: 15
fonte: 514, destino: 121, peso: 29
fonte: 446, destino: 194, peso: 25
fonte: 447, destino: 19, peso: 29
fonte: 448, destino: 412, peso: 33
fonte: 450, destino: 3, peso: 37
fonte: 451, destino: 307, peso: 8
fonte: 451, destino: 254, peso: 20
fonte: 453, destino: 759, peso: 12
fonte: 416, destino: 613, peso: 40
fonte: 425, destino: 188, peso: 19
fonte: 364, destino: 181, peso: 13
fonte: 320, destino: 45, peso: 19
fonte: 324, destino: 37, peso: 4
fonte: 334, destino: 257, peso: 30
fonte: 337, destino: 893, peso: 19
fonte: 297, destino: 93, peso: 7
fonte: 300, destino: 694, peso: 50
fonte: 301, destino: 214, peso: 9
fonte: 302, destino: 125, peso: 26
fonte: 212, destino: 428, peso: 11
fonte: 215, destino: 401, peso: 39
fonte: 216, destino: 841, peso: 9
fonte: 177, destino: 736, peso: 28
fonte: 185, destino: 21, peso: 7
fonte: 186, destino: 758, peso: 45
fonte: 106, destino: 241, peso: 44
fonte: 107, destino: 50, peso: 31
fonte: 59, destino: 684, peso: 46
fonte: 14, destino: 27, peso: 21
fonte: 15, destino: 523, peso: 47
